"","person_id","p_violence_raw","p_recid_raw","p_fail_to_appear_raw","p_current_age","cq_fail_appear_two_yr","cq_fail_appear_two_plus","p_yrs5_felcount_person","p_felony_count_person","cq_prior_conviction_F","p_misdem_count_5yrs","p_misdem_count_person","cq_prior_conviction_M","p_drug_count_5yrs","p_drug_count_person","p_yrs5_trafcount_person","p_traffic_count_person","prior_conviction_T","p_current_violent_offense","p_prison_visits","p_prison_time","p_jail_visits","p_jail_time","cq_violent_conviction","p_marital_status","p_sex","p_race","p_numcases","corrected_age"
"7533",10844,-2.12,0.09,17,27,NA,NA,2,2,2,1,2,1,2,2,3,3,2,0,0,NA,4,180.675416666667,0,1,1,1,6,-3.0062675861412
"7534",10844,-2.12,0.09,23,27,NA,NA,2,2,2,1,2,1,2,2,3,3,2,0,0,NA,4,180.675416666667,0,1,1,1,6,-3.0062675861412
"7535",10844,-2.12,0.05,17,27,NA,NA,2,2,2,1,2,1,2,2,3,3,2,0,0,NA,4,180.675416666667,0,1,1,1,6,-3.0062675861412
"7536",10844,-2.12,0.05,23,27,NA,NA,2,2,2,1,2,1,2,2,3,3,2,0,0,NA,4,180.675416666667,0,1,1,1,6,-3.0062675861412
"7537",10844,-2.76,0.09,17,27,NA,NA,2,2,2,1,2,1,2,2,3,3,2,0,0,NA,4,180.675416666667,0,1,1,1,6,-3.0062675861412
"7538",10844,-2.76,0.09,23,27,NA,NA,2,2,2,1,2,1,2,2,3,3,2,0,0,NA,4,180.675416666667,0,1,1,1,6,-3.0062675861412
"7539",10844,-2.76,0.05,17,27,NA,NA,2,2,2,1,2,1,2,2,3,3,2,0,0,NA,4,180.675416666667,0,1,1,1,6,-3.0062675861412
"7540",10844,-2.76,0.05,23,27,NA,NA,2,2,2,1,2,1,2,2,3,3,2,0,0,NA,4,180.675416666667,0,1,1,1,6,-3.0062675861412
"7541",10844,-2.12,0.09,17,27,NA,NA,2,2,2,1,2,1,2,2,3,3,2,0,0,NA,4,180.675416666667,0,1,1,1,6,-3.0062675861412
"7542",10844,-2.12,0.09,23,27,NA,NA,2,2,2,1,2,1,2,2,3,3,2,0,0,NA,4,180.675416666667,0,1,1,1,6,-3.0062675861412
"7543",10844,-2.12,0.05,17,27,NA,NA,2,2,2,1,2,1,2,2,3,3,2,0,0,NA,4,180.675416666667,0,1,1,1,6,-3.0062675861412
"7544",10844,-2.12,0.05,23,27,NA,NA,2,2,2,1,2,1,2,2,3,3,2,0,0,NA,4,180.675416666667,0,1,1,1,6,-3.0062675861412
"7545",10844,-2.76,0.09,17,27,NA,NA,2,2,2,1,2,1,2,2,3,3,2,0,0,NA,4,180.675416666667,0,1,1,1,6,-3.0062675861412
"7546",10844,-2.76,0.09,23,27,NA,NA,2,2,2,1,2,1,2,2,3,3,2,0,0,NA,4,180.675416666667,0,1,1,1,6,-3.0062675861412
"7547",10844,-2.76,0.05,17,27,NA,NA,2,2,2,1,2,1,2,2,3,3,2,0,0,NA,4,180.675416666667,0,1,1,1,6,-3.0062675861412
"7548",10844,-2.76,0.05,23,27,NA,NA,2,2,2,1,2,1,2,2,3,3,2,0,0,NA,4,180.675416666667,0,1,1,1,6,-3.0062675861412
"7549",10845,-3.97,-2.25,15,48,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,NA,1,1.03465277777778,0,3,2,1,5,-4.04604028434019
"7550",10847,-2.54,-0.78,20,30,0,0,0,0,0,1,1,1,0,0,4,4,2,1,0,NA,1,4.08902777777778,1,1,1,2,5,-3.23123437142032
"7551",10849,-1.59,0.07,20,31,0,0,3,5,5,1,3,3,1,2,2,5,NA,0,1,139,3,282.302476851852,0,1,1,2,6,-3.29628301271575
"7552",10850,-0.7,0.71,27,21,0,0,3,3,3,1,1,0,0,0,0,0,0,1,1,2073,2,188.061111111111,2,1,1,2,3,-2.36976803238571
"7553",10851,-2.43,-1.06,12,27,0,0,0,1,0,1,2,1,0,2,0,0,0,1,0,NA,1,10.2913310185185,1,1,2,2,2,-3.0062675861412
"7554",10852,-2.77,-0.95,18,51,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,NA,2,1.94320601851852,1,1,1,2,2,-4.1496730151443
"7555",10853,-1.26,0.85,26,27,1,0,14,19,13,25,25,17,18,22,12,15,NA,0,3,3317,3,133.972326388889,0,1,1,2,28,-3.0062675861412
"7556",10855,-1.4,-0.16,24,54,0,0,0,33,19,0,22,NA,0,29,0,11,3,1,13,5607,8,262.269768518519,9,1,1,2,31,-4.24568616591301
"7557",10856,-3.21,-1.06,20,60,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,0,NA,2,1.79809027777778,0,1,1,3,2,-4.39268798046414
"7558",10858,-2.28,-1.04,13,24,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,1,2.96701388888889,0,1,1,2,1,-2.72482618216106
"7559",10859,-2.19,-0.07,16,26,0,0,1,1,0,7,7,6,0,0,2,2,0,1,0,NA,2,99.9667939814815,8,1,2,2,6,-2.91952480886474
"7560",10863,-2.93,-1.16,12,27,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,NA,2,1.93460648148148,2,1,1,2,3,-3.0062675861412
"7561",10864,-1.31,-0.02,13,20,0,0,4,4,1,1,1,1,0,0,1,1,1,1,0,NA,5,217.526238425926,2,1,1,2,4,-2.23173999352309
"7562",10866,-3.11,-1.88,20,56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,1,9.99163194444444,0,6,1,2,1,-4.3031289881357
"7563",10867,-2.33,-0.22,24,31,0,0,0,1,1,1,1,1,1,2,7,7,4,0,0,NA,1,0.776215277777778,0,1,1,2,7,-3.29628301271575
"7564",10869,-2.89,0.72,25,44,1,0,6,6,NA,3,3,2,6,6,1,1,0,1,5,3038,3,375.621805555556,1,2,1,2,4,-3.89993708340941
"7565",10870,-2.96,-0.02,23,41,0,0,1,1,1,3,3,2,1,1,0,0,0,0,1,236,7,103.874039351852,0,1,2,1,3,-3.78391606866848
"7566",10873,-2.46,-0.7,16,26,2,0,0,1,0,5,7,5,0,0,3,3,2,1,0,NA,2,2.64158564814815,1,4,2,2,6,-2.91952480886474
"7567",10878,-3.09,-0.19,23,45,1,0,2,3,2,1,3,1,1,1,1,3,1,1,0,NA,2,52.0455902777778,1,6,1,3,3,-3.93726406375938
"7568",10880,-3.78,-2.43,17,34,0,0,0,0,0,1,1,1,0,0,4,4,0,0,0,NA,2,1.58444444444444,0,1,2,6,2,-3.46837733367982
"7569",10882,-2.04,-0.89,12,22,0,0,1,1,0,0,0,0,0,0,9,9,1,1,0,NA,2,4.38648148148148,1,1,2,1,10,-2.49745946014858
"7570",10883,-2.66,-0.66,16,28,0,0,0,1,1,2,3,2,1,3,6,8,5,0,0,NA,2,14.6875925925926,0,1,1,2,6,-3.0867555891354
"7571",10884,-1.79,-0.27,17,25,0,0,4,7,2,7,7,3,2,2,18,19,11,1,1,182,1,1.10055555555556,4,1,1,1,19,-2.82592263873672
"7572",10885,-3.62,-1.3,16,47,0,0,0,0,0,1,1,0,0,0,8,8,4,0,0,NA,2,1.00262731481481,0,3,2,3,2,-4.01030140867767
"7573",10887,-1.69,0.85,27,46,NA,NA,2,17,16,10,26,24,2,23,0,3,NA,1,6,3643,1,239.200046296296,3,1,1,2,31,-3.9740423744953
"7574",10888,-2.17,-0.06,23,24,0,0,1,1,NA,2,3,3,0,0,1,2,0,1,0,NA,3,8.32607638888889,2,1,2,2,4,-2.72482618216106
"7575",10889,-2.23,0.04,21,53,0,0,2,6,5,3,5,5,2,3,0,0,0,1,7,8218,1,16.902650462963,1,1,1,2,5,-4.21478216416099
"7576",10890,-0.2,0.91,27,27,0,0,0,4,4,0,16,NA,0,0,0,3,2,1,2,3556,2,88.2676967592593,2,1,1,2,9,-3.0062675861412
"7577",10891,-2.63,-0.5,19,48,0,0,2,7,4,3,6,2,0,3,1,4,2,1,0,NA,1,8.35947916666667,5,1,1,1,11,-4.04604028434019
"7578",10893,-3.67,-1.2,18,55,0,0,0,5,7,2,7,3,0,0,13,21,11,1,0,NA,1,1.13017361111111,4,6,1,1,19,-4.27521613463142
"7579",10894,-2.13,-0.63,20,32,1,0,2,3,0,0,0,0,0,0,8,8,2,1,0,NA,2,0.356909722222222,2,1,1,2,9,-3.35719260373834
"7580",10895,-2.62,-0.06,20,29,NA,NA,1,2,1,9,12,8,0,0,4,4,2,1,0,NA,2,1.53990740740741,8,1,2,2,12,-3.16156316138986
"7581",10897,-1.35,0.13,17,23,NA,NA,0,4,1,1,1,0,1,1,8,8,4,1,0,NA,3,11.9712152777778,4,1,1,1,13,-2.61557027051489
"7582",10899,-1.85,-0.46,12,24,2,0,0,0,0,9,9,7,0,0,10,11,NA,1,0,NA,5,73.5532060185185,3,1,1,1,13,-2.72482618216106
"7583",10900,-2.24,-1.24,17,21,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,NA,0,NA,0,1,1,2,4,-2.36976803238571
"7584",10901,-3.78,-1.96,12,53,0,0,0,0,0,2,4,2,0,0,1,1,1,0,0,NA,2,17.4409606481481,0,6,2,1,4,-4.21478216416099
"7585",10903,-0.39,0.66,15,19,0,0,0,0,0,1,1,0,0,0,4,4,NA,0,1,1394,6,463.194224537037,0,1,1,2,4,-2.08258907483073
"7586",10904,-3.82,-2.2,13,51,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA,1,0.7071875,0,1,2,1,2,-4.1496730151443
"7587",10906,-1.85,0.2,33,53,0,0,0,18,16,1,15,12,0,21,0,5,NA,1,0,NA,4,289.265405092593,5,6,1,2,20,-4.21478216416099
"7588",10907,-2.72,-0.76,14,28,0,0,1,1,0,3,5,3,0,0,0,1,1,0,0,NA,1,0.960752314814815,0,1,2,1,4,-3.0867555891354
"7589",10909,0.25,1.31,31,27,0,0,6,11,9,5,15,13,3,13,4,4,NA,1,4,2226,9,278.99037037037,4,6,1,1,19,-3.0062675861412
"7590",10910,-1.86,-0.15,24,29,0,0,0,0,0,2,2,1,0,0,3,3,NA,0,0,NA,2,118.438055555556,0,1,1,3,3,-3.16156316138986
"7591",10913,-1.36,-0.01,13,19,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,5,255.839594907407,0,2,1,2,1,-2.08258907483073
"7592",10919,-2.45,-0.29,16,34,0,0,2,6,5,1,10,3,0,1,0,9,NA,1,1,232,4,81.8215972222222,5,1,1,2,16,-3.46837733367982
"7593",10920,-1.84,-0.34,21,32,0,0,0,0,0,2,4,3,2,3,2,5,2,0,0,NA,2,1.3899537037037,0,6,1,1,5,-3.35719260373834
"7594",10922,-3.81,-1.75,23,49,0,0,0,0,0,3,3,2,0,0,3,4,2,1,0,NA,1,0.725578703703704,1,1,1,1,6,-4.08122784448983
"7595",10923,-3.11,-1.67,15,49,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,1,0.210358796296296,0,2,2,1,1,-4.08122784448983
"7596",10924,-3.09,-1.19,14,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,1,2.95622685185185,0,1,1,2,1,-3.46837733367982
"7597",10925,-2.61,-1.16,14,24,4,0,0,0,0,3,3,1,0,0,19,19,8,0,0,NA,2,2.56346064814815,0,1,1,1,13,-2.72482618216106
"7598",10926,-1.79,0.08,32,41,0,0,0,3,1,1,7,4,0,2,0,8,NA,1,0,NA,4,53.5795833333333,4,1,1,1,11,-3.78391606866848
"7599",10927,-1.84,-0.28,15,19,0,0,0,0,0,2,2,2,0,0,0,0,0,1,0,NA,2,31.0821875,2,1,1,2,2,-2.08258907483073
"7600",10930,-1.62,-0.02,30,27,0,0,3,6,7,0,11,NA,1,1,0,7,NA,1,2,3689,3,263.064722222222,5,1,1,2,8,-3.0062675861412
"7601",10930,-1.56,-0.05,24,27,0,0,3,6,7,0,11,NA,1,1,0,7,NA,1,2,3689,3,263.064722222222,5,1,1,2,8,-3.0062675861412
"7602",10931,-2.62,-1,14,26,0,0,1,1,1,0,0,0,0,0,5,5,1,1,0,NA,1,0.618958333333333,1,2,1,3,5,-2.91952480886474
"7603",10932,-2.66,-1,18,35,0,0,0,2,0,1,2,2,0,0,7,7,1,1,0,NA,1,1.29820601851852,2,1,1,2,8,-3.51946813438919
"7604",10933,-3.61,-2.18,11,37,0,0,0,0,0,0,0,0,0,0,3,4,2,0,0,NA,1,1.2078125,0,6,1,1,3,-3.61445869906053
"7605",10935,-1.77,0.45,18,29,3,0,3,6,3,5,5,0,4,4,13,13,8,1,1,1952,2,2.09385416666667,3,1,1,3,10,-3.16156316138986
"7606",10939,-3.37,-2.37,13,51,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,NA,1,1.00201388888889,1,1,2,1,1,-4.1496730151443
"7607",10940,-1.26,0.59,26,28,0,0,0,0,0,0,2,2,0,0,1,5,NA,0,0,NA,1,6.00688657407407,0,4,1,1,3,-3.0867555891354
"7608",10944,-2.61,-0.47,17,34,0,0,0,4,2,3,3,2,0,3,0,2,2,0,0,NA,2,28.9858217592593,0,1,2,1,7,-3.46837733367982
"7609",10946,-1.08,-0.4,19,24,0,0,2,2,0,0,0,0,0,0,3,7,5,1,0,NA,1,16.0201273148148,2,1,1,2,6,-2.72482618216106
"7610",10950,-4.04,-1.61,21,58,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,3,67.3906597222222,0,2,1,1,1,-4.35297964564598
"7611",10951,-1.87,-0.86,13,20,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,NA,1,0.665474537037037,0,1,1,3,3,-2.23173999352309
"7612",10954,-1.59,-0.31,20,20,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,NA,2,116.356423611111,0,1,2,1,1,-2.23173999352309
"7613",10955,-3.18,-1.61,19,46,0,0,0,1,0,0,5,4,0,1,0,6,NA,0,0,NA,1,0.578148148148148,0,1,2,1,5,-3.9740423744953
"7614",10956,-4.31,-2.63,11,58,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,1,0.160763888888889,0,6,2,1,1,-4.35297964564598
"7615",10957,-2.44,-0.24,35,50,0,0,1,6,5,3,6,3,0,4,0,7,5,1,0,NA,1,3.12653935185185,2,6,1,2,10,-4.11580265710674
"7616",10958,-3.18,-0.45,15,47,NA,NA,0,3,0,0,4,0,0,1,1,4,NA,1,3,1580,1,10.7972916666667,4,6,2,1,6,-4.01030140867767
"7617",10960,-2.31,-0.53,12,24,0,0,0,0,0,0,0,0,0,0,17,17,10,0,0,NA,4,1.13484953703704,0,4,2,2,8,-2.72482618216106
"7618",10961,-3.53,-1.61,16,42,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,NA,1,1.26648148148148,0,2,1,2,2,-3.82336816649141
"7619",10962,-2.38,-0.56,15,34,0,0,0,0,0,3,4,2,0,0,2,3,0,1,0,NA,5,74.5943634259259,1,1,2,1,3,-3.46837733367982
"7620",10963,-2.57,-0.54,18,40,0,0,4,6,8,1,8,0,0,5,2,7,3,1,0,NA,1,31.1126736111111,12,1,1,1,9,-3.74349497872172
"7621",10964,-2.67,-0.69,20,34,0,0,2,2,1,10,11,7,1,1,7,8,2,1,0,NA,1,57.7402893518518,3,1,1,2,12,-3.46837733367982
"7622",10965,-2.56,-0.65,26,54,0,0,1,18,12,2,18,11,3,16,0,2,NA,1,5,1562,3,172.041446759259,10,6,1,1,16,-4.24568616591301
"7623",10967,-2.88,-1.3,16,33,NA,NA,0,0,0,4,4,1,2,2,4,4,1,0,0,NA,1,2.22746527777778,0,1,1,2,4,-3.41441638792349
"7624",10968,-1.49,-0.15,18,20,0,0,2,2,0,2,2,2,2,2,0,0,0,1,0,NA,4,303.204733796296,1,1,1,2,4,-2.23173999352309
"7625",10969,-2.19,-0.97,12,23,2,0,1,1,1,6,6,5,0,0,6,6,2,1,0,NA,6,297.421666666667,1,1,1,2,7,-2.61557027051489
"7626",10969,-2.16,-0.48,18,23,2,0,1,1,1,6,6,5,0,0,6,6,2,1,0,NA,6,297.421666666667,1,1,1,2,7,-2.61557027051489
"7627",10972,-2.99,-1.1,13,29,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,NA,1,0.939849537037037,0,1,1,1,2,-3.16156316138986
"7628",10973,-0.67,0.15,21,20,0,0,2,2,1,0,0,0,0,0,0,0,0,1,1,2402,1,126.974571759259,1,1,1,2,2,-2.23173999352309
"7629",10974,-2.31,-0.31,24,31,0,0,0,2,1,0,3,2,0,0,0,0,0,1,0,NA,1,1.03770833333333,2,1,1,2,3,-3.29628301271575
"7630",10975,-2.4,-1.22,19,23,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,NA,2,9.18502314814815,0,1,1,2,2,-2.61557027051489
"7631",10976,-3.11,-1.79,13,29,NA,NA,0,0,0,2,2,0,1,1,9,9,6,0,0,NA,2,2.42453703703704,0,1,2,1,8,-3.16156316138986
"7632",10977,-2.01,-0.01,30,33,0,0,3,5,4,7,8,7,3,5,8,8,1,1,0,NA,3,64.4866898148148,2,1,1,2,9,-3.41441638792349
"7633",10978,-2.05,-0.86,14,27,0,0,2,2,0,1,2,2,0,0,0,1,1,1,0,NA,5,16.7253703703704,1,1,1,1,4,-3.0062675861412
"7634",10980,-2.66,-1.31,19,27,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,0,NA,1,0.909803240740741,0,1,1,2,1,-3.0062675861412
"7635",10981,-2.54,-0.49,15,30,3,0,0,0,0,3,4,3,0,0,9,9,NA,1,0,NA,2,1.53577546296296,1,1,1,2,7,-3.23123437142032
"7636",10983,-2.24,-0.55,19,28,0,0,2,2,0,3,3,0,0,0,9,9,NA,1,0,NA,2,85.106724537037,2,1,1,2,8,-3.0867555891354
"7637",10985,-1.42,0.79,26,28,1,1,0,9,4,6,22,18,1,3,4,17,NA,1,1,848,6,71.7139814814815,5,1,1,2,20,-3.0867555891354
"7638",10986,-3.79,-2.3,11,42,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,1,1.09392361111111,0,1,2,2,1,-3.82336816649141
"7639",10988,-3.31,-0.9,18,42,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,NA,1,1.00826388888889,0,6,1,3,1,-3.82336816649141
"7640",10989,-2.46,-0.58,17,28,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,NA,1,5.87391203703704,1,1,1,2,3,-3.0867555891354
"7641",10991,-2.66,-1.22,13,29,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,NA,1,11.9536226851852,0,1,1,1,1,-3.16156316138986
"7642",10993,-2.34,-0.32,20,33,0,0,2,3,2,1,6,6,0,0,4,11,6,1,0,NA,2,39.8599652777778,2,1,2,1,8,-3.41441638792349
"7643",10994,-2.66,-1.11,11,29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,2,0.935972222222222,0,1,1,2,1,-3.16156316138986
"7644",10998,-2.09,-0.56,17,30,0,0,2,2,0,5,5,4,0,0,3,3,2,0,0,NA,1,10.0610532407407,0,1,2,2,6,-3.23123437142032
"7645",11000,-2.92,-1.5,11,31,0,0,0,0,0,3,5,2,0,0,5,8,5,1,0,NA,1,1.17502314814815,3,1,2,2,7,-3.29628301271575
"7646",11001,-2.12,-0.85,16,22,1,0,0,0,0,3,3,0,2,2,2,2,0,0,0,NA,3,6.32525462962963,0,1,2,3,3,-2.49745946014858
"7647",11002,-3.2,0.5,18,47,2,0,2,19,15,6,18,15,2,26,9,12,8,1,8,3237,2,160.134236111111,4,4,1,2,29,-4.01030140867767
"7648",11003,-3.69,-1.85,13,50,0,0,1,1,NA,0,0,0,0,0,2,2,1,1,0,NA,1,0.763217592592593,1,1,1,2,3,-4.11580265710674
"7649",11008,-1.72,0.18,21,22,0,0,0,0,0,2,2,2,1,1,2,2,NA,0,0,NA,3,175.513344907407,0,1,1,2,3,-2.49745946014858
"7650",11009,-2.65,0.2,18,35,0,0,0,6,5,0,1,0,0,1,0,3,NA,1,2,2574,1,40.7577083333333,1,1,1,2,7,-3.51946813438919
"7651",11010,-1.49,0.07,28,30,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,604,1,4.09171296296296,0,1,1,2,1,-3.23123437142032
"7652",11012,-2.66,0.37,35,44,0,0,1,6,5,3,20,NA,NA,NA,0,0,0,1,2,1574,2,35.9290856481482,1,1,1,2,21,-3.89993708340941
"7653",11013,-3.1,-0.93,18,51,0,0,0,1,1,0,0,0,0,1,4,4,0,0,1,1976,1,1.69418981481481,0,1,1,1,5,-4.1496730151443
"7654",11015,-2.75,-0.4,18,37,0,0,0,7,NA,1,6,NA,0,6,4,22,NA,1,1,1304,2,443.928773148148,3,4,1,2,21,-3.61445869906053
"7655",11021,-1.8,-0.93,11,19,0,0,8,8,8,0,0,0,0,0,0,0,0,1,1,572,3,210.989537037037,3,1,1,2,4,-2.08258907483073
"7656",11021,-1.8,-0.53,12,19,0,0,8,8,8,0,0,0,0,0,0,0,0,1,1,572,3,210.989537037037,3,1,1,2,4,-2.08258907483073
"7657",11022,-1.79,-0.5,13,25,9,1,6,7,2,5,5,5,2,2,17,17,NA,1,0,NA,2,104.115277777778,5,1,2,6,16,-2.82592263873672
"7658",11023,-3.21,-1.42,17,50,0,0,0,8,7,1,11,10,0,4,1,6,4,1,0,NA,0,NA,6,1,1,2,12,-4.11580265710674
"7659",11024,-1.55,0.34,19,20,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,NA,1,2.76396990740741,0,1,1,2,1,-2.23173999352309
"7660",11025,-1.64,-0.26,17,19,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,NA,2,6.85916666666667,0,1,1,2,2,-2.08258907483073
"7661",11026,-2.86,-0.87,19,28,0,0,0,0,0,0,4,4,0,0,3,4,3,0,0,NA,1,0.207951388888889,0,1,1,1,5,-3.0867555891354
"7662",11030,-3.45,-2.05,14,46,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,2,16.3095023148148,0,1,1,1,1,-3.9740423744953
"7663",11031,-3.62,-1.99,16,38,0,0,0,0,0,1,1,0,0,0,2,6,5,0,0,NA,1,0.960706018518518,0,2,1,1,7,-3.6589924746523
"7664",11032,-2.87,-1.53,14,26,2,0,0,0,0,1,1,0,0,0,4,4,2,0,0,NA,2,128.897881944444,0,4,1,6,3,-2.91952480886474
"7665",11033,-1.64,0.6,17,19,0,0,1,1,0,4,4,3,3,3,0,0,0,0,0,NA,2,20.2184259259259,0,1,1,2,2,-2.08258907483073
"7666",11033,-1.64,0.6,16,19,0,0,1,1,0,4,4,3,3,3,0,0,0,0,0,NA,2,20.2184259259259,0,1,1,2,2,-2.08258907483073
"7667",11033,-1.64,0.64,17,19,0,0,1,1,0,4,4,3,3,3,0,0,0,0,0,NA,2,20.2184259259259,0,1,1,2,2,-2.08258907483073
"7668",11033,-1.64,0.64,16,19,0,0,1,1,0,4,4,3,3,3,0,0,0,0,0,NA,2,20.2184259259259,0,1,1,2,2,-2.08258907483073
"7669",11033,-1.64,0.6,17,19,0,0,1,1,0,4,4,3,3,3,0,0,0,0,0,NA,2,20.2184259259259,0,1,1,2,2,-2.08258907483073
"7670",11033,-1.64,0.6,16,19,0,0,1,1,0,4,4,3,3,3,0,0,0,0,0,NA,2,20.2184259259259,0,1,1,2,2,-2.08258907483073
"7671",11033,-1.64,0.64,17,19,0,0,1,1,0,4,4,3,3,3,0,0,0,0,0,NA,2,20.2184259259259,0,1,1,2,2,-2.08258907483073
"7672",11033,-1.64,0.64,16,19,0,0,1,1,0,4,4,3,3,3,0,0,0,0,0,NA,2,20.2184259259259,0,1,1,2,2,-2.08258907483073
"7673",11033,-1.64,0.6,17,19,0,0,1,1,0,4,4,3,3,3,0,0,0,0,0,NA,2,20.2184259259259,0,1,1,2,2,-2.08258907483073
"7674",11033,-1.64,0.6,16,19,0,0,1,1,0,4,4,3,3,3,0,0,0,0,0,NA,2,20.2184259259259,0,1,1,2,2,-2.08258907483073
"7675",11033,-1.64,0.64,17,19,0,0,1,1,0,4,4,3,3,3,0,0,0,0,0,NA,2,20.2184259259259,0,1,1,2,2,-2.08258907483073
"7676",11033,-1.64,0.64,16,19,0,0,1,1,0,4,4,3,3,3,0,0,0,0,0,NA,2,20.2184259259259,0,1,1,2,2,-2.08258907483073
"7677",11033,-1.64,0.6,17,19,0,0,1,1,0,4,4,3,3,3,0,0,0,0,0,NA,2,20.2184259259259,0,1,1,2,2,-2.08258907483073
"7678",11033,-1.64,0.6,16,19,0,0,1,1,0,4,4,3,3,3,0,0,0,0,0,NA,2,20.2184259259259,0,1,1,2,2,-2.08258907483073
"7679",11033,-1.64,0.64,17,19,0,0,1,1,0,4,4,3,3,3,0,0,0,0,0,NA,2,20.2184259259259,0,1,1,2,2,-2.08258907483073
"7680",11033,-1.64,0.64,16,19,0,0,1,1,0,4,4,3,3,3,0,0,0,0,0,NA,2,20.2184259259259,0,1,1,2,2,-2.08258907483073
"7681",11034,-1.8,-0.12,14,21,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,NA,2,2.89430555555556,0,2,1,2,2,-2.36976803238571
"7682",11038,-1.61,0.34,28,32,11,0,10,19,6,20,38,NA,6,15,13,17,0,1,2,1739,3,121.764143518519,11,1,2,2,31,-3.35719260373834
"7683",11041,-2.68,-0.81,13,29,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,NA,1,0.202569444444444,0,3,2,1,1,-3.16156316138986
"7684",11044,-3.72,-1.27,15,49,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,NA,1,1.2925462962963,0,1,1,1,3,-4.08122784448983
"7685",11049,-2.82,-0.79,16,33,0,0,0,1,1,0,1,1,0,2,1,1,0,0,0,NA,2,22.1614351851852,0,1,1,1,3,-3.41441638792349
"7686",11050,-1.72,0.43,22,34,0,0,0,5,4,0,6,6,0,7,0,4,2,1,2,2118,3,158.19306712963,1,1,2,2,8,-3.46837733367982
"7687",11051,-1.48,0.06,22,32,1,0,0,4,2,5,5,5,0,0,2,3,NA,1,0,NA,1,0.832615740740741,2,1,1,2,7,-3.35719260373834
"7688",11054,-0.81,0.75,21,19,0,0,1,1,0,2,2,1,3,3,0,0,0,0,0,NA,2,4.05528935185185,0,1,1,2,2,-2.08258907483073
"7689",11056,-4.06,-2.49,18,51,0,0,4,4,2,0,0,0,0,0,3,3,1,1,0,NA,1,47.2482523148148,3,1,2,3,2,-4.1496730151443
"7690",11058,-1.78,-0.26,22,28,1,0,2,5,NA,1,2,1,2,2,2,6,1,1,0,NA,3,90.3796180555556,1,1,1,2,7,-3.0867555891354
"7691",11059,-3.15,-0.96,14,33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,NA,1,0.911805555555556,0,1,1,1,1,-3.41441638792349
"7692",11060,-2.56,-1.27,12,25,0,0,0,2,2,0,1,1,0,0,7,7,3,1,0,NA,1,0.984733796296296,2,3,2,5,6,-2.82592263873672
"7693",11062,-2.89,-1.09,21,50,0,0,0,0,0,1,2,1,0,0,0,1,NA,1,1,938,2,31.3664467592593,1,1,1,1,3,-4.11580265710674
"7694",11064,-1.93,-0.64,15,25,NA,NA,1,1,0,2,4,3,0,1,0,0,0,1,0,NA,2,1.93222222222222,1,1,1,2,5,-2.82592263873672
"7695",11066,-3.38,-1.1,18,36,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,NA,2,2.12188657407407,1,1,1,1,1,-3.56805120840666
"7696",11069,-1.88,0.58,21,29,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,1,16.9711805555556,1,2,1,1,1,-3.16156316138986
"7697",11072,-2.21,-1.11,11,22,0,0,0,0,0,2,2,0,0,0,5,5,1,0,0,NA,1,2.23516203703704,0,1,2,1,5,-2.49745946014858
"7698",11073,-4.14,-2.38,14,52,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,1,0.229201388888889,0,1,1,1,1,-4.18271693652911
